t_ms,fwd,rev,null_mu_fwd,null_mu_rev
-164.99999999999997,0.0006463639072809147,0.0003066234496785662,0.0007713064783530771,0.0007501153903023446
-145.00000000000003,0.0007361262010863706,0.0002140698278691371,0.000751722369559403,0.0007613478836118908
-125.0,0.0007124521094817543,0.00014679555179680892,0.0007731366938519705,0.0007629677105803567
-105.00000000000003,0.00032874626905942967,0.0002544594725200507,0.0007769616316221414,0.0007578853867903721
-85.00000000000003,0.0006678719962372337,0.0005606381218681642,0.0007847557727927717,0.0007646364085389201
-65.00000000000004,0.0003170329087946404,0.00015240363039546154,0.0007478944637190198,0.0007572343595896554
-45.00000000000006,0.00032458128120512657,0.0002280893771265776,0.0007579203711619759,0.0007672760307535865
-25.000000000000064,0.0005890563767225703,0.00031390803088723787,0.0007549733645411179,0.0007696681857990148
-5.000000000000074,0.0012003297560363394,0.000383318979603723,0.0007910472412280345,0.0007674957820977971
14.999999999999917,0.002396513779475633,0.00037713828061273824,0.0007515794651381317,0.0007264546314173341
34.99999999999991,0.001557579327099921,0.00026953257884296863,0.0007507539412364605,0.0007437743870875278
54.99999999999989,0.0009008839993391521,6.671292013943969e-05,0.000751999112631374,0.0007234240651904228
74.99999999999989,0.0006559898477682402,0.00043222479809375004,0.0007905061793760229,0.0007138292385692442
94.9999999999999,0.0008785358108730753,0.0007279083093517405,0.0007902367187347016,0.0007051484887088591
114.99999999999987,0.001626270029600257,0.000505780210494805,0.000801790137471135,0.0007621152608572526
134.99999999999983,0.0019861447582339123,0.0006609920053396064,0.0008643031196930265,0.0008407227558788365
154.99999999999986,0.0027841457471079753,0.0005320014607083525,0.0009966790196586392,0.0008799119509157922
174.9999999999999,0.0022119952321167716,0.00033450299776022555,0.0010422714661852983,0.0008895786173742154
194.99999999999983,0.002935435115866418,0.0006339158091766384,0.0010188839605079958,0.000857934456381625
214.9999999999998,0.0024190594301943397,0.0008215961494713063,0.0010704784927058175,0.0008946892102051471
234.99999999999983,0.0017474749483380589,0.0008372474131728022,0.0010179349789932242,0.0008184944054476821
254.99999999999983,0.0006981186237167403,0.0008585293846264127,0.0008757007070334382,0.0008000632057711455
274.9999999999998,0.00024158672227112855,0.0011054144719571841,0.0007700615475014077,0.0007733114046069671
294.9999999999998,0.00033339638517179275,0.00175159541028516,0.0007392263933768327,0.0007836657949844623
314.9999999999998,0.000606818855164545,0.001788684661969333,0.0007565991830311082,0.000756882444782156
334.9999999999998,0.000681277106087973,0.0007219232590645866,0.0007821082363863983,0.0007226519507584264
354.99999999999983,0.00109076038317433,0.0011215636804273552,0.0007892624098997233,0.0007741869810575573
374.9999999999997,0.0008432072908906021,0.0006450827875406793,0.0007959623003837074,0.0007899468126561311
394.9999999999997,0.0008096844670222323,0.0020014219776142875,0.0007821369600044019,0.0008145908812293224
414.9999999999998,0.0006652201130186553,0.0016149990345165543,0.0007923851195247444,0.0008308743972207039
434.99999999999966,0.0004956923336497765,0.0016801500278212742,0.0007754704343560701,0.0007804822154503223
454.99999999999966,0.0009680431684571322,0.0011007702529170283,0.0007663716355226623,0.0007608137114332795
474.9999999999997,0.0015283832252593655,0.0006254932829689052,0.0007675477019440631,0.0007486631359959248
494.9999999999997,0.0018801266737713046,0.00015096873789129383,0.0007755669988009244,0.0007331425406724699
514.9999999999997,0.002317012910966667,0.0003238368303496773,0.0007574587750457503,0.0007299280954034663
534.9999999999995,0.0013963001533007296,0.0013154939079465088,0.0007486568041323053,0.0007115897576163782
554.9999999999997,0.0006655430171938989,0.0017910092044143178,0.0007587563725535306,0.0007303952875180142
574.9999999999997,0.00014212332674406312,0.0009562016170673206,0.0007608346615177684,0.0007152544911487035
594.9999999999995,0.00021618671514276783,0.000635944771606755,0.0007611609487448852,0.0007426635972136411
614.9999999999995,0.0003315167729530021,0.001113264051893773,0.000760555799845637,0.0007458799992757061
634.9999999999995,0.0002940978014154433,0.0006324933013358861,0.0007447962820664313,0.0007601841911481034
654.9999999999995,0.0001849866715006881,0.0007004127020366468,0.0007275775467413809,0.0007570463408346943
674.9999999999995,0.0005877191741329188,0.0009739084935409675,0.0007347963521333027,0.0007495064679296504
694.9999999999995,0.00041037728756624823,0.00076879544842306,0.0007747267218567037,0.0007560176053255332
714.9999999999995,0.00022496820152906306,0.0010325651298360512,0.0007623083827674632,0.000731971014091795
