t_ms,fwd_bits,rev_bits,null_mu_fwd_bits,null_mu_rev_bits
-164.99999999999997,0.0009325060036437894,0.00044236413027153406,0.001112760031325515,0.0010821877536836817
-145.00000000000003,0.0010620056197757387,0.0003088374790707581,0.0010845061346886513,0.0010983928160781826
-125.0,0.0010278511252202077,0.00021178121460181518,0.0011154004741495264,0.0011007297324126866
-105.00000000000003,0.00047428061208278804,0.0003671074191118986,0.001120918692902261,0.0010933974890846836
-85.00000000000003,0.0009635356169200695,0.0008088298381525029,0.0011321632617171179,0.0011031371546822474
-65.00000000000004,0.00045738180531663074,0.00021987196178500684,0.0010789836339157406,0.001092458255370726
-45.00000000000006,0.0004682718047600222,0.00032906341325996606,0.001093447960864105,0.001106945324561167
-25.000000000000064,0.0008498287135016732,0.00045287355945623764,0.0010891963290267264,0.001110396474782244
-5.000000000000074,0.001731709786465086,0.0005530123909529089,0.0011412399320285809,0.0011072623587356884
14.999999999999917,0.0034574385450715627,0.0005440955271693878,0.0010842999671887622,0.0010480524941766077
34.99999999999991,0.0022471119709982245,0.00038885331485476437,0.0010831089879496858,0.0010730396197914046
54.99999999999989,0.001299700878262811,9.624639904839109e-05,0.0010849053905461843,0.0010436803113099572
74.99999999999989,0.0009463933002487461,0.0006235685727590867,0.0011404593447778696,0.0010298379025253934
94.9999999999999,0.00126745925758995,0.0010501497081236255,0.0011400705952469205,0.0010173142277506183
114.99999999999987,0.0023462117068506383,0.0007296866014606312,0.0011567386551632867,0.001099499907424557
134.99999999999983,0.0028654011931916745,0.0009536098881707013,0.0012469258246059895,0.0012129065506689002
154.99999999999986,0.004016673262464774,0.0007675158691096248,0.0014379038790195925,0.0012694446080051464
174.9999999999999,0.0031912345518448977,0.0004825858160311694,0.0015036798755255986,0.0012833906597666412
194.99999999999983,0.004234937684511801,0.0009145471942402507,0.001469938837066192,0.001237737785629539
214.9999999999998,0.0034899650435570554,0.001185312690455721,0.0015443740128049752,0.001290763686699829
234.99999999999983,0.002521073442045015,0.0012078926909815148,0.0014685697461409358,0.0011808378197347314
254.99999999999983,0.0010071722763883696,0.001238596085657979,0.0012633690673401002,0.0011542472193637578
274.9999999999998,0.0003485359661651764,0.0015947759768195216,0.0011109639757595617,0.0011156525284893501
294.9999999999998,0.00048098931153765215,0.0025270180120622694,0.0010664782518189906,0.0011305907561383907
314.9999999999998,0.0008754545530638072,0.0025805264915373088,0.001091541889299621,0.0010919505496231312
334.9999999999998,0.000982875102424303,0.0010415151057548775,0.00112834367407307,0.001042566385647917
354.99999999999983,0.0015736345956037514,0.0016180743597937195,0.001138664964722403,0.0011169157182925357
374.9999999999997,0.0012164909770092892,0.0009306577385477669,0.0011483308634981462,0.0011396523491850434
394.9999999999997,0.0011681277652577978,0.0028874415618303146,0.0011283851134943203,0.001175206224702914
414.9999999999998,0.0009597097581516097,0.0023299510981374966,0.0011431700824125572,0.0011986983724719162
434.99999999999966,0.00071513287156321,0.002423944113087206,0.0011187673500015127,0.0011259978217322115
454.99999999999966,0.0013965910784995439,0.0015880757850414867,0.0011056405580465091,0.0010976221685251191
474.9999999999997,0.002204990899659566,0.0009023960574485966,0.00110733726324042,0.0010800925935977002
494.9999999999997,0.002712449428492923,0.00021780184948503534,0.0011189066630472302,0.0010577011076929074
514.9999999999997,0.003342743036327312,0.00046719778920267997,0.0010927820184363328,0.001053063643444107
534.9999999999995,0.0020144353067594618,0.0018978565373140707,0.0010800834586494569,0.0010266070144605282
554.9999999999997,0.000960175610403916,0.002583880097395024,0.0010946540559258775,0.0010537376591909077
574.9999999999997,0.00020504061868830163,0.001379507331033031,0.0010976523931081174,0.0010318941073537936
594.9999999999995,0.0003118915018425461,0.0009174743682763298,0.0010981231260725843,0.0010714370887488786
614.9999999999995,0.0004782776043108085,0.0016061005268671,0.0010972500807566396,0.0010760773760533247
634.9999999999995,0.0004242934396384072,0.0009124949492327716,0.0010745139026097782,0.0010967139627315566
654.9999999999995,0.0002668793536045985,0.0010104819318039096,0.0010496725185459481,0.0010921870016453493
674.9999999999995,0.0008478995379569191,0.001405052953911195,0.0010600870532860161,0.0010813092643963094
694.9999999999995,0.0005920492776652904,0.0011091373808979556,0.0011176943996668298,0.0010907028500278962
714.9999999999995,0.00032456050870368816,0.0014896765922093398,0.0010997785234467049,0.0010560109521046983
